Altium Designer Pick and Place Locations
C:\Users\ldgau\AppData\Local\TempReleases\Snapshot\1\Sources\REV Project_PCB_Rev.Project_SCH_Rev (2021-01-11)\04 - ASSEMBLY\HIVE_SIGHT_PCB PNP XY REV Project_PCB_Rev.Project_SCH_Rev.csv

========================================================================================================================
File Design Information:

Date:       11-01-21
Time:       08:18
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Description","Package","Layer","Center-X(mil)","Center-Y(mil)","Rotation","Assembly Note","Assembly Type","Polarized","Manufacturer #1","Part Number #1","Supplier 1","Supplier Part Number 1","HelpURL"
"C20","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2312,822","317,048","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C40","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1684,212","237,734","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C10","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2313,111","242,015","90","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C46","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1446,631","331,847","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C17","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","2037,300","340,965","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C61","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1306,735","336,495","180","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C31","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1906,731","338,348","180","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C60","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1370,576","394,659","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C30","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1956,789","399,862","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C78","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1685,562","2462,471","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C59","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1329,804","394,024","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C29","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1915,428","394,876","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C77","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1786,930","2504,661","270","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C58","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1317,911","530,557","180","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C28","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1907,480","532,305","180","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C57","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1317,250","569,920","180","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C27","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1907,480","572,169","180","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C101","CAP - CER 0.1µF 10% 25V X7R - 0402","0402","TopLayer","1687,008","3523,622","360","","SMD","NO","TDK Corporation","CGA2B3X7R1E104K050BB","Digi-Key","445-6902-1-ND","https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf"
"C55","CAP - CER 820pF 50V ±10% X7R - 0402","0402","TopLayer","1358,568","279,643","90","","SMD","NO","Yageo","CC0402KRX7R9BB821","Digi-Key","311-1727-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C19","CAP - CER 820pF 50V ±10% X7R - 0402","0402","TopLayer","1955,990","281,003","90","","SMD","NO","Yageo","CC0402KRX7R9BB821","Digi-Key","311-1727-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C72","CAP - CER 1nF 10% 50V X7R - 0402","0402","TopLayer","1531,171","896,580","90","","SMD","NO","Yageo","CC0402KRX7R9BB102","Digi-Key","311-1036-1-ND","http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C50","CAP - CER 1nF 10% 50V X7R - 0402","0402","TopLayer","1643,455","312,756","270","","SMD","NO","Yageo","CC0402KRX7R9BB102","Digi-Key","311-1036-1-ND","http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C22","CAP - CER 1nF 10% 50V X7R - 0402","0402","TopLayer","2233,191","317,216","270","","SMD","NO","Yageo","CC0402KRX7R9BB102","Digi-Key","311-1036-1-ND","http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C42","CAP - CER 1nF 10% 50V X7R - 0402","0402","TopLayer","1643,665","237,903","90","","SMD","NO","Yageo","CC0402KRX7R9BB102","Digi-Key","311-1036-1-ND","http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C12","CAP - CER 1nF 10% 50V X7R - 0402","0402","TopLayer","2233,480","242,015","90","","SMD","NO","Yageo","CC0402KRX7R9BB102","Digi-Key","311-1036-1-ND","http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C45","CAP - CER 27pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","1312,898","451,684","180","","SMD","NO","Yageo","CC0402JRNPO9BN270","Digi-Key","311-1019-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C15","CAP - CER 27pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","1899,863","451,759","180","","SMD","NO","Yageo","CC0402JRNPO9BN270","Digi-Key","311-1019-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C110","CAP - CER 13PF 50V C0G/NP0 - 0402","0402","BottomLayer","1317,380","1625,846","180","","SMD","NO","Yageo","CC0402JRNPO9BN130","Digi-Key","311-3754-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C109","CAP - CER 13PF 50V C0G/NP0 - 0402","0402","BottomLayer","1244,206","1625,846","360","","SMD","NO","Yageo","CC0402JRNPO9BN130","Digi-Key","311-3754-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C86","CAP - CER 13PF 50V C0G/NP0 - 0402","0402","TopLayer","876,774","309,340","90","","SMD","NO","Yageo","CC0402JRNPO9BN130","Digi-Key","311-3754-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C85","CAP - CER 13PF 50V C0G/NP0 - 0402","0402","TopLayer","876,774","379,340","270","","SMD","NO","Yageo","CC0402JRNPO9BN130","Digi-Key","311-3754-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C34","CAP - CER 12pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","2124,016","333,661","90","","SMD","NO","Yageo","CC0402JRNPO9BN120","Digi-Key","311-1016-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C64","CAP - CER 12pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","1534,778","332,596","90","","SMD","NO","Yageo","CC0402JRNPO9BN120","Digi-Key","311-1016-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C63","CAP - CER 12pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","1494,578","332,555","90","","SMD","NO","Yageo","CC0402JRNPO9BN120","Digi-Key","311-1016-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C51","CAP - CER 12pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","1602,776","312,383","270","","SMD","NO","Yageo","CC0402JRNPO9BN120","Digi-Key","311-1016-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C43","CAP - CER 12pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","1602,776","237,903","90","","SMD","NO","Yageo","CC0402JRNPO9BN120","Digi-Key","311-1016-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C33","CAP - CER 12pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","2082,317","333,783","90","","SMD","NO","Yageo","CC0402JRNPO9BN120","Digi-Key","311-1016-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C23","CAP - CER 12pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","2194,457","317,411","270","","SMD","NO","Yageo","CC0402JRNPO9BN120","Digi-Key","311-1016-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C13","CAP - CER 12pF 50V ±5% C0G, NP0 - 0402","0402","TopLayer","2194,746","242,015","90","","SMD","NO","Yageo","CC0402JRNPO9BN120","Digi-Key","311-1016-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C89","CAP - CER 100pF 50V ±5% C0G,CP0 - 0402","0402","TopLayer","520,484","583,790","270","","SMD","NO","Yageo","CC0402JRNPO9BN101","Digi-Key","311-1024-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C62","CAP - CER 100pF 50V ±5% C0G,CP0 - 0402","0402","TopLayer","1317,903","650,361","360","","SMD","NO","Yageo","CC0402JRNPO9BN101","Digi-Key","311-1024-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C32","CAP - CER 100pF 50V ±5% C0G,CP0 - 0402","0402","TopLayer","1908,698","654,515","360","","SMD","NO","Yageo","CC0402JRNPO9BN101","Digi-Key","311-1024-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf"
"C95","CAP - CER 8PF 50V C0G/NP0 - 0402","0402","TopLayer","399,606","541,339","50","","SMD","NO","Yageo","CC0402DRNPO9BN8R0","Digi-Key","311-1639-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C92","CAP - CER 8PF 50V C0G/NP0 - 0402","0402","TopLayer","402,559","395,669","320","","SMD","NO","Yageo","CC0402DRNPO9BN8R0","Digi-Key","311-1639-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C76","CAP - CER 3pF 50V ±0.25pF C0G, NP0 - 0402","0402","TopLayer","1556,870","799,213","360","","SMD","NO","Yageo","CC0402CRNPO9BN3R0","Digi-Key","311-1007-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C98","CAP - CER 1.8PF 50V C0G/NP0 - 0402","0402","TopLayer","660,499","224,257","180","","SMD","NO","Yageo","CC0402CRNPO9BN1R8","Digi-Key","311-1004-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C99","CAP - CER 2.4PF 50V C0G/NP0 - 0402","0402","TopLayer","662,037","342,842","180","","SMD","NO","Yageo","CC0402BRNPO9BN2R4","Digi-Key","311-3703-1-ND","https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf"
"C106","CAP - CER 22UF 20% 25V X7R - 1210","1210","TopLayer","1805,624","119,571","90","","SMD","No","TDK Corporation","C3225X7R1E226M250AB","Digi-Key","445-181602-1-ND","https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E226M250AB.pdf"
"C105","CAP - CER 22UF 20% 25V X7R - 1210","1210","TopLayer","1382,764","839,995","360","","SMD","No","TDK Corporation","C3225X7R1E226M250AB","Digi-Key","445-181602-1-ND","https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E226M250AB.pdf"
"C104","CAP - CER 22UF 20% 25V X7R - 1210","1210","TopLayer","2393,253","118,099","90","","SMD","No","TDK Corporation","C3225X7R1E226M250AB","Digi-Key","445-181602-1-ND","https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E226M250AB.pdf"
"C103","CAP - CER 22UF 20% 25V X7R - 1210","1210","TopLayer","1962,621","824,195","360","","SMD","No","TDK Corporation","C3225X7R1E226M250AB","Digi-Key","445-181602-1-ND","https://product.tdk.com/info/en/documents/chara_sheet/C3225X7R1E226M250AB.pdf"
"C1","CAP - CER 4.7UF 10% 25V X7R - 0805","0805","TopLayer","1235,604","3009,419","90","","SMD","No","TDK Corporation","C2012X7R1E475K125AE","Digi-Key","445-14537-1-ND","https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E475K125AE.pdf"
"C83","CAP - CER 3.3nF 10% 50V X7R - 0402","0402","TopLayer","536,111","361,988","180","","SMD","No","KEMET","C0402C332K5RACAUTO","Digi-Key","399-15992-2-ND","https://content.kemet.com/datasheets/KEM_C1023_X7R_AUTO_SMD.pdf"
"C47","CAP - CER 1.2pF 50V ±0.25pF C0G, NP0 - 0402","0402","TopLayer","1370,576","467,963","270","","SMD","NO","KEMET","C0402C129C5GACTU","Digi-Key","399-1001-1-ND","https://content.kemet.com/datasheets/KEM_C1003_C0G_SMD.pdf"
"C16","CAP - CER 1.2pF 50V ±0.25pF C0G, NP0 - 0402","0402","TopLayer","1956,789","473,188","270","","SMD","NO","KEMET","C0402C129C5GACTU","Digi-Key","399-1001-1-ND","https://content.kemet.com/datasheets/KEM_C1003_C0G_SMD.pdf"
"C66","CAP - CER 10nF 50V X7R 20% - 0402","0402","TopLayer","1639,764","742,126","360","","SMD","No","KEMET","C0402C103M5RACTU","Digi-Key","399-7760-1-ND","https://api.kemet.com/component-edge/download/datasheet/C0402C103M5RACTU.pdf"
"C65","CAP - CER 10nF 50V X7R 20% - 0402","0402","TopLayer","1720,472","742,126","180","","SMD","No","KEMET","C0402C103M5RACTU","Digi-Key","399-7760-1-ND","https://api.kemet.com/component-edge/download/datasheet/C0402C103M5RACTU.pdf"
"C75","CAP - CER 10nF 50V X7R 20% - 0402","0402","TopLayer","1513,161","1087,476","360","","SMD","No","KEMET","C0402C103M5RACTU","Digi-Key","399-7760-1-ND","https://api.kemet.com/component-edge/download/datasheet/C0402C103M5RACTU.pdf"
"D2","DIO - ZENER 3.6V 250mW - SOT-23","SOT-23","TopLayer","1229,000","3333,000","90","","SMD","Yes","Nexperia USA Inc.","BZX84-B3V6,215","Digi-Key","1727-6252-1-ND","https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf"
"D1","DIO - ZENER 3.6V 250mW - SOT-23","SOT-23","TopLayer","892,099","3195,423","360","","SMD","Yes","Nexperia USA Inc.","BZX84-B3V6,215","Digi-Key","1727-6252-1-ND","https://assets.nexperia.com/documents/data-sheet/BZX84_SER.pdf"
"Q4","TRX - NMOS - 50V 200MA - SOT-23-3","SOT-23-3","TopLayer","1266,700","2565,990","360","","SMD","Yes","ON Semiconductor","BSS138LT1G","Digi-Key","BSS138LT1GOSCT-ND","http://www.onsemi.com/pub/Collateral/BSS138LT1-D.PDF"
"L5","FER - FERRITE BEAD 22 OHM - 0402","0402","TopLayer","1530,661","1187,996","270","","SMD","NO","Murata","BLM15BB220SN1D","Digi-Key","490-5187-1-ND","https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf"
"L4","FER - FERRITE BEAD 600 OHM@100MHz - 0402","0402","TopLayer","1803,826","309,297","180","","SMD","NO","Murata","BLM15AG601SN1D","Digi-Key","490-1006-1-ND","https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf"
"L2","FER - FERRITE BEAD 600 OHM@100MHz - 0402","0402","TopLayer","2391,336","308,107","180","","SMD","NO","Murata","BLM15AG601SN1D","Digi-Key","490-1006-1-ND","https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf"
"L3","FER - FERRITE BEAD 600 OHM@100MHz - 0402","0402","TopLayer","1803,477","251,662","180","","SMD","NO","Murata","BLM15AG601SN1D","Digi-Key","490-1006-1-ND","https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf"
"L1","FER - FERRITE BEAD 600 OHM@100MHz - 0402","0402","TopLayer","2390,967","249,774","180","","SMD","NO","Murata","BLM15AG601SN1D","Digi-Key","490-1006-1-ND","https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf"
"Y1","OSC - XTAL - ASTXR-12-38.400MHz-514054-T - 38.4MHz TXCO - Clipped sine - 3V3 +-0.5ppm UWB application","6-SMD","TopLayer","1495,085","999,570","270","","SMT","Yes","Abracon LLC","ASTXR-12-38.400MHz-514054-T","Digi-Key","535-13192-1-ND","https://4donline.ihs.com/images/VipMasterIC/IC/ABRC/ABRC-S-A0001399357/ABRC-S-A0001399357-1.pdf?hkey=52A5661711E402568146F3353EA87419"
"TP20","TPO - TEST POINT - TH","","TopLayer","2028,317","2867,899","180","","TH","No","Keystone Electronics","5011","Digi-Key","","https://www.keyelco.com/userAssets/file/M65p56.pdf"
"TP19","TPO - TEST POINT - TH","","TopLayer","1887,561","2748,251","180","","TH","No","Keystone Electronics","5011","Digi-Key","","https://www.keyelco.com/userAssets/file/M65p56.pdf"
"TP16","TPO - TEST POINT - TH","","TopLayer","1972,705","3908,103","180","","TH","No","Keystone Electronics","5011","Digi-Key","","https://www.keyelco.com/userAssets/file/M65p56.pdf"
"TP15","TPO - TEST POINT - TH","","TopLayer","2074,269","2362,205","180","","TH","No","Keystone Electronics","5011","Digi-Key","","https://www.keyelco.com/userAssets/file/M65p56.pdf"
"TP14","TPO - TEST POINT - TH","","TopLayer","173,237","122,836","180","","TH","No","Keystone Electronics","5011","Digi-Key","","https://www.keyelco.com/userAssets/file/M65p56.pdf"
"TP13","TPO - TEST POINT - TH","","TopLayer","2625,575","127,343","180","","TH","No","Keystone Electronics","5011","Digi-Key","","https://www.keyelco.com/userAssets/file/M65p56.pdf"
"TP12","TPO - TEST POINT - TH","","TopLayer","1605,920","2748,251","180","","TH","No","Keystone Electronics","5011","Digi-Key","","https://www.keyelco.com/userAssets/file/M65p56.pdf"
"TP11","TPO - TEST POINT - TH","","TopLayer","1746,805","2867,899","180","","TH","No","Keystone Electronics","5011","Digi-Key","","https://www.keyelco.com/userAssets/file/M65p56.pdf"
"S3","SWI - SWITCH TACTILE SPST-NO 0.05A 12V -SMD","SMD","TopLayer","1431,605","2193,691","180","","SMD","No","Würth Elektronik","435171014816","Digi-Key","732-435171014816CT-ND","https://www.we-online.com/catalog/datasheet/435171014816.pdf"
"S1","SWI - SWITCH TACTILE SPST-NO 0.05A 12V -SMD","SMD","TopLayer","1127,953","190,945","90","","SMD","No","Würth Elektronik","435171014816","Digi-Key","732-435171014816CT-ND","https://www.we-online.com/catalog/datasheet/435171014816.pdf"
"J9","CON - TERM BLK 2POS SIDE ENTRY 5MM PCB - TH - 14-26 AWG","TH","TopLayer","775,402","4010,591","180","","TH","Yes","Phoenix Contact","1935161","Digi-Key","277-1667-ND","https://media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1935161.pdf"
"J8","CON - UMC JACK STR 50 OHM - SMD","SMD","TopLayer","1468,514","124,549","180","","SMD","No","Cinch Connectivity Solutions Johnson","128-0711-201","Digi-Key","J983CT-ND","https://belfuse.com/resources/cinch-brochures/CCS%20Johnson%20UMC%20Ultra%20Miniature%20Connectors.pdf"
"J7","CON - UMC JACK STR 50 OHM - SMD","SMD","TopLayer","2056,897","123,993","180","","SMD","No","Cinch Connectivity Solutions Johnson","128-0711-201","Digi-Key","J983CT-ND","https://belfuse.com/resources/cinch-brochures/CCS%20Johnson%20UMC%20Ultra%20Miniature%20Connectors.pdf"
"J13","CON - UMC JACK STR 50 OHM - SMD","SMD","TopLayer","644,685","124,549","180","","SMD","No","Cinch Connectivity Solutions Johnson","128-0711-201","Digi-Key","J983CT-ND","https://belfuse.com/resources/cinch-brochures/CCS%20Johnson%20UMC%20Ultra%20Miniature%20Connectors.pdf"
"J10","CON - USB MICRO B RECPT SMT R/A - 4PIN","5-SMD","TopLayer","1379,870","4135,423","180","","SMD","YES","Amphenol FCI","10118194-0001LF","Digi-Key","609-4618-1-ND","https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10118194.pdf"
"TP7","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","859,252","2749,274","90","","NONE","","","","","",""
"TP10","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","1882,256","2425,782","270","","NONE","","","","","",""
"TP9","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","1880,906","2307,087","270","","NONE","","","","","",""
"TP6","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","859,252","2591,431","0","","NONE","","","","","",""
"TP5","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","859,252","2907,117","0","","NONE","","","","","",""
"TP4","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","859,252","3064,961","0","","NONE","","","","","",""
"TP8","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","859,252","2433,588","90","","NONE","","","","","",""
"TP3","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","1302,906","3127,167","0","","NONE","","","","","",""
"TP2","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","1278,078","3548,297","0","","NONE","","","","","",""
"TP1","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","675,499","3548,297","0","","NONE","","","","","",""
"TP18","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","2085,256","3229,168","360","","NONE","","","","","",""
"TP17","TPO - TEST POINT ROUND TH  - 100MIL","100 MIL round","TopLayer","1900,262","3229,168","360","","NONE","","","","","",""
"J11","CON - HEADER SMD 10POS 2mm - SMD","SMD","TopLayer","794,415","2095,525","270","","SMD","YES","Molex","0878321014","Digi-Key","WM14376CT-ND","https://www.molex.com/webdocs/datasheets/pdf/en-us/0878321014_PCB_HEADERS.pdf"
"C111","CAP - CER 10UF 16V X5R - 0805","0805","TopLayer","1739,053","1910,575","180","","SMD","No","AVX Corporation","0805YD106KAT2A","Digi-Key","478-5165-1-ND","http://datasheets.avx.com/cx5r.pdf"
"C79","CAP - CER 10UF 16V X5R - 0805","0805","TopLayer","860,236","202,756","90","","SMD","No","AVX Corporation","0805YD106KAT2A","Digi-Key","478-5165-1-ND","http://datasheets.avx.com/cx5r.pdf"
